disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,ongo2014,new,change,changetype_1,changetype_2
51,51.032,731,PRK,840,PHI,16,9,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,1,107,107,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,731,PRK,840,PHI,16,9,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,2,365,472,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,731,PRK,840,PHI,16,9,1950,1952,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,3,366,838,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,731,PRK,840,PHI,16,9,1950,1953,27,7,1953,Statlemate,Negotiated,"1,000+",Begin Interstate War,5,0,2,17,1,1,1,"1,000+",Begin Interstate War,5,1,0,0,0,26-100,Begin Interstate War,5,0,1,4,1,4,209,1047,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,840,PHI,731,PRK,16,9,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,1,107,107,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,840,PHI,731,PRK,16,9,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,2,365,472,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,840,PHI,731,PRK,16,9,1950,1952,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,3,366,838,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.032,840,PHI,731,PRK,16,9,1950,1953,27,7,1953,Statlemate,Negotiated,"1,000+",Begin Interstate War,5,0,2,17,0,0,0,26-100,Begin Interstate War,5,0,1,1,1,"1,000+",Begin Interstate War,5,1,4,1,1,4,209,1047,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.033,731,PRK,900,AUL,1,7,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,2510-500,Begin Interstate War,5,0,1,4,1,1,184,184,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.033,731,PRK,900,AUL,1,7,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,2,365,549,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
